EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER
Gail Koziara Boudreaux,43802,UNITEDHEALTH GROUP INC,900,53,4,10353.843,62.088,10903,41281,2014,FEMALE,UNH
Marianne D. Short,48822,UNITEDHEALTH GROUP INC,750,62,5,6333.656,25.984,10903,45808,2014,FEMALE,UNH
Eric Stuart Rangen,50616,UNITEDHEALTH GROUP INC,400,57,6,1741.242,,10903,23795,2014,MALE,UNH
Stephen J. Hemsley,16868,UNITEDHEALTH GROUP INC,1350,62,1,12180.225,-6.173,10903,16998,2015,MALE,UNH
David Scott Wichmann,29565,UNITEDHEALTH GROUP INC,1150,52,2,11581.817,5.12,10903,28472,2015,MALE,UNH
Larry Chester Renfro,42278,UNITEDHEALTH GROUP INC,1150,61,3,11589.358,5.619,10903,14717,2015,MALE,UNH
Marianne D. Short,48822,UNITEDHEALTH GROUP INC,832.693,63,4,4906.991,-22.525,10903,45808,2015,FEMALE,UNH
D. Ellen Wilson,52594,UNITEDHEALTH GROUP INC,701.923,57,5,3988.448,,10903,49121,2015,FEMALE,UNH
Stephen J. Hemsley,16868,UNITEDHEALTH GROUP INC,1300,63,1,13358.498,9.674,10903,16998,2016,MALE,UNH
David Scott Wichmann,29565,UNITEDHEALTH GROUP INC,1100,53,2,10666.782,-7.901,10903,28472,2016,MALE,UNH
Larry Chester Renfro,42278,UNITEDHEALTH GROUP INC,1100,62,3,10675.331,-7.887,10903,14717,2016,MALE,UNH
Marianne D. Short,48822,UNITEDHEALTH GROUP INC,800,64,4,5023.278,2.37,10903,45808,2016,FEMALE,UNH
John F. Rex,54188,UNITEDHEALTH GROUP INC,721.923,54,5,5935.044,,10903,50515,2016,MALE,UNH
Stephen J. Hemsley,16868,UNITEDHEALTH GROUP INC,1206.538,64,1,7122.619,-46.681,10903,16998,2017,MALE,UNH
David Scott Wichmann,29565,UNITEDHEALTH GROUP INC,1162.308,54,2,6289.082,-41.04,10903,28472,2017,MALE,UNH
Larry Chester Renfro,42278,UNITEDHEALTH GROUP INC,1100,63,3,5921.19,-44.534,10903,14717,2017,MALE,UNH
Marianne D. Short,48822,UNITEDHEALTH GROUP INC,800,65,6,2874.53,-42.776,10903,45808,2017,FEMALE,UNH
John F. Rex,54188,UNITEDHEALTH GROUP INC,842.308,55,5,2930.513,-50.624,10903,50515,2017,MALE,UNH
Steven Hale Nelson,58987,UNITEDHEALTH GROUP INC,857.692,58,4,3380.162,,10903,31542,2017,MALE,UNH
Stephen J. Hemsley,16868,UNITEDHEALTH GROUP INC,1000,65,2,8821.456,23.851,10903,16998,2018,MALE,UNH
David Scott Wichmann,29565,UNITEDHEALTH GROUP INC,1300,55,1,15332.324,143.793,10903,28472,2018,MALE,UNH
Marianne D. Short,48822,UNITEDHEALTH GROUP INC,842.308,66,,,,10903,45808,2018,FEMALE,UNH
John F. Rex,54188,UNITEDHEALTH GROUP INC,976.923,56,4,7337.879,150.396,10903,50515,2018,MALE,UNH
Steven Hale Nelson,58987,UNITEDHEALTH GROUP INC,984.615,59,3,8075.514,138.909,10903,31542,2018,MALE,UNH
Andrew Philip Witty,61693,UNITEDHEALTH GROUP INC,613.462,53,,19132.539,,10903,56481,2018,MALE,UNH
Stephen J. Hemsley,16868,UNITEDHEALTH GROUP INC,880.769,66,5,7047.111,-20.114,10903,16998,2019,MALE,UNH
David Scott Wichmann,29565,UNITEDHEALTH GROUP INC,1384.615,56,1,18886.989,23.184,10903,28472,2019,MALE,UNH
Marianne D. Short,48822,UNITEDHEALTH GROUP INC,850,67,6,6963.677,,10903,45808,2019,FEMALE,UNH
John F. Rex,54188,UNITEDHEALTH GROUP INC,1000,57,3,10627.085,44.825,10903,50515,2019,MALE,UNH
Steven Hale Nelson,58987,UNITEDHEALTH GROUP INC,773.077,60,7,14059.422,74.099,10903,31542,2019,MALE,UNH
Andrew Philip Witty,61693,UNITEDHEALTH GROUP INC,1100,54,2,15775.995,-17.544,10903,56481,2019,MALE,UNH
Dirk C. McMahon,63664,UNITEDHEALTH GROUP INC,896.154,59,4,8966.98,,10903,58181,2019,MALE,UNH
"D. Scott Davis, CPA, CPA",28595,UNITED PARCEL SERVICE INC,1000,58,1,9498.584,73.022,10920,27633,2010,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,462.5,55,2,3759.988,70.808,10920,29227,2010,MALE,UPS
John J. McDevitt,34090,UNITED PARCEL SERVICE INC,420,51,3,2133.575,36.775,10920,32557,2010,MALE,UPS
Kurt P. Kuehn,37013,UNITED PARCEL SERVICE INC,400,56,4,2271.899,45.083,10920,35151,2010,MALE,UPS
David A. Barnes,43406,UNITED PARCEL SERVICE INC,400,54,5,2033.221,,10920,40914,2010,MALE,UPS
"D. Scott Davis, CPA, CPA",28595,UNITED PARCEL SERVICE INC,1022.865,59,1,11536.412,21.454,10920,27633,2011,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,473.097,56,2,4460.5,18.631,10920,29227,2011,MALE,UPS
John J. McDevitt,34090,UNITED PARCEL SERVICE INC,429.621,52,3,2401.97,12.58,10920,32557,2011,MALE,UPS
Kurt P. Kuehn,37013,UNITED PARCEL SERVICE INC,427.137,57,4,2650.429,16.661,10920,35151,2011,MALE,UPS
David A. Barnes,43406,UNITED PARCEL SERVICE INC,418.137,55,5,2318.371,14.025,10920,40914,2011,MALE,UPS
"D. Scott Davis, CPA, CPA",28595,UNITED PARCEL SERVICE INC,1049.703,60,1,10694.321,-7.299,10920,27633,2012,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,485.517,57,2,4209.634,-5.624,10920,29227,2012,MALE,UPS
John J. McDevitt,34090,UNITED PARCEL SERVICE INC,440.898,53,4,2250.997,-6.285,10920,32557,2012,MALE,UPS
Kurt P. Kuehn,37013,UNITED PARCEL SERVICE INC,452.502,58,3,2516.836,-5.04,10920,35151,2012,MALE,UPS
David A. Barnes,43406,UNITED PARCEL SERVICE INC,436.866,56,5,2189.506,-5.558,10920,40914,2012,MALE,UPS
"D. Scott Davis, CPA, CPA",28595,UNITED PARCEL SERVICE INC,1079.913,61,1,10335.665,-3.354,10920,27633,2013,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,499.494,58,2,4077.245,-3.145,10920,29227,2013,MALE,UPS
John J. McDevitt,34090,UNITED PARCEL SERVICE INC,453.594,54,5,2206.83,-1.962,10920,32557,2013,MALE,UPS
Kurt P. Kuehn,37013,UNITED PARCEL SERVICE INC,475.137,59,3,2753.912,9.42,10920,35151,2013,MALE,UPS
David A. Barnes,43406,UNITED PARCEL SERVICE INC,454.347,57,4,2168.563,-0.957,10920,40914,2013,MALE,UPS
"D. Scott Davis, CPA, CPA",28595,UNITED PARCEL SERVICE INC,830.835,62,1,15363.715,48.648,10920,27633,2014,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,674.546,59,2,6669.092,63.569,10920,29227,2014,MALE,UPS
John J. McDevitt,34090,UNITED PARCEL SERVICE INC,467.211,55,6,3089.528,39.998,10920,32557,2014,MALE,UPS
Kurt P. Kuehn,37013,UNITED PARCEL SERVICE INC,495.291,60,3,4628.52,68.071,10920,35151,2014,MALE,UPS
Myron A. Gray,39223,UNITED PARCEL SERVICE INC,472.149,56,5,3104.128,,10920,37147,2014,MALE,UPS
David A. Barnes,43406,UNITED PARCEL SERVICE INC,472.53,58,,,,10920,40914,2014,MALE,UPS
Alan Gershenhorn,50135,UNITED PARCEL SERVICE INC,494.338,55,4,3119.758,,10920,46964,2014,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,1018.764,60,2,10030.2,50.398,10920,29227,2015,MALE,UPS
Kurt P. Kuehn,37013,UNITED PARCEL SERVICE INC,381.327,61,1,4801.308,3.733,10920,35151,2015,MALE,UPS
Myron A. Gray,39223,UNITED PARCEL SERVICE INC,484.251,57,5,2682.982,-13.567,10920,37147,2015,MALE,UPS
David A. Barnes,43406,UNITED PARCEL SERVICE INC,491.439,59,4,2698.907,,10920,40914,2015,MALE,UPS
Alan Gershenhorn,50135,UNITED PARCEL SERVICE INC,550.125,56,3,4159.94,33.342,10920,46964,2015,MALE,UPS
Richard N. Peretz,52079,UNITED PARCEL SERVICE INC,382.431,53,6,1445.629,,10920,48659,2015,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,1082.421,61,1,11672.42,16.373,10920,29227,2016,MALE,UPS
Myron A. Gray,39223,UNITED PARCEL SERVICE INC,514.509,58,3,3939.326,46.826,10920,37147,2016,MALE,UPS
Alan Gershenhorn,50135,UNITED PARCEL SERVICE INC,565.956,57,2,4588.528,10.303,10920,46964,2016,MALE,UPS
Richard N. Peretz,52079,UNITED PARCEL SERVICE INC,485.07,54,5,3666.533,153.629,10920,48659,2016,MALE,UPS
"James Jay Barber, Jr.",54192,UNITED PARCEL SERVICE INC,500.706,56,4,3817.779,,10920,50519,2016,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,1199.016,62,1,13528.673,15.903,10920,29227,2017,MALE,UPS
Myron A. Gray,39223,UNITED PARCEL SERVICE INC,567.846,59,3,3730.834,-5.293,10920,37147,2017,MALE,UPS
Alan Gershenhorn,50135,UNITED PARCEL SERVICE INC,582.942,58,2,4182.117,-8.857,10920,46964,2017,MALE,UPS
Richard N. Peretz,52079,UNITED PARCEL SERVICE INC,538.533,55,5,4062.614,10.803,10920,48659,2017,MALE,UPS
"James Jay Barber, Jr.",54192,UNITED PARCEL SERVICE INC,557.304,57,4,4004.275,4.885,10920,50519,2017,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,1234.992,63,1,12662.119,-6.405,10920,29227,2018,MALE,UPS
Richard N. Peretz,52079,UNITED PARCEL SERVICE INC,552.654,56,3,4154.529,2.262,10920,48659,2018,MALE,UPS
"James Jay Barber, Jr.",54192,UNITED PARCEL SERVICE INC,693.676,58,2,6449.537,61.066,10920,50519,2018,MALE,UPS
Scott A. Price,61074,UNITED PARCEL SERVICE INC,613.5,56,,8180.382,,10920,55949,2018,MALE,UPS
Kevin M. Warren,61075,UNITED PARCEL SERVICE INC,350,55,,4604.654,,10920,54242,2018,MALE,UPS
David P. Abney,30406,UNITED PARCEL SERVICE INC,1272.042,64,3,4615.952,-63.545,10920,29227,2019,MALE,UPS
Richard N. Peretz,52079,UNITED PARCEL SERVICE INC,568.554,57,5,3889.152,-6.388,10920,48659,2019,MALE,UPS
"James Jay Barber, Jr.",54192,UNITED PARCEL SERVICE INC,738.9,59,4,6523.189,1.142,10920,50519,2019,MALE,UPS
Scott A. Price,61074,UNITED PARCEL SERVICE INC,631.905,57,1,7133.906,-12.793,10920,55949,2019,MALE,UPS
Kevin M. Warren,61075,UNITED PARCEL SERVICE INC,613.5,56,2,3810.411,-17.249,10920,54242,2019,MALE,UPS
Brian Newman,63268,UNITED PARCEL SERVICE INC,212.898,50,6,5740.121,,10920,57838,2019,MALE,UPS
Louis R. Chenevert,21227,RAYTHEON TECHNOLOGIES CORP,1589.583,52,1,19499.509,8.95,10983,21001,2010,MALE,RTX
Ari Bousbib,24931,RAYTHEON TECHNOLOGIES CORP,695.833,49,6,11022.169,32.425,10983,24349,2010,MALE,RTX
Geraud Darnis,26666,RAYTHEON TECHNOLOGIES CORP,840,50,2,6430.682,0.869,10983,25895,2010,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,608.75,49,3,5563.496,-0.246,10983,30791,2010,MALE,RTX
David P. Hess,43407,RAYTHEON TECHNOLOGIES CORP,578.246,55,4,5009.081,,10983,40915,2010,MALE,RTX
Didier Michaud-Daniel,43408,RAYTHEON TECHNOLOGIES CORP,535,52,5,5004.414,,10983,40916,2010,MALE,RTX
Louis R. Chenevert,21227,RAYTHEON TECHNOLOGIES CORP,1681.25,53,1,22878.306,17.328,10983,21001,2011,MALE,RTX
Geraud Darnis,26666,RAYTHEON TECHNOLOGIES CORP,872.784,51,2,7057.721,9.751,10983,25895,2011,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,716.25,50,3,6858.715,23.281,10983,30791,2011,MALE,RTX
David P. Hess,43407,RAYTHEON TECHNOLOGIES CORP,606.851,56,,,,10983,40915,2011,MALE,RTX
Didier Michaud-Daniel,43408,RAYTHEON TECHNOLOGIES CORP,597.5,53,5,5009.095,0.094,10983,40916,2011,MALE,RTX
Alain M. Bellemare,45359,RAYTHEON TECHNOLOGIES CORP,606.425,50,4,4932.886,,10983,42684,2011,MALE,RTX
Louis R. Chenevert,21227,RAYTHEON TECHNOLOGIES CORP,1700,54,1,21790.084,-4.757,10983,21001,2012,MALE,RTX
Geraud Darnis,26666,RAYTHEON TECHNOLOGIES CORP,922.5,52,2,7902.955,11.976,10983,25895,2012,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,830,51,3,7660.595,11.691,10983,30791,2012,MALE,RTX
David P. Hess,43407,RAYTHEON TECHNOLOGIES CORP,643.75,57,5,6788.024,,10983,40915,2012,MALE,RTX
Alain M. Bellemare,45359,RAYTHEON TECHNOLOGIES CORP,712.5,51,4,10639.225,115.68,10983,42684,2012,MALE,RTX
Louis R. Chenevert,21227,RAYTHEON TECHNOLOGIES CORP,1756.25,55,1,18196.742,-16.491,10983,21001,2013,MALE,RTX
Geraud Darnis,26666,RAYTHEON TECHNOLOGIES CORP,982.5,53,2,7259.862,-8.137,10983,25895,2013,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,870,52,3,6924.841,-9.604,10983,30791,2013,MALE,RTX
David P. Hess,43407,RAYTHEON TECHNOLOGIES CORP,668.75,58,5,4834.572,-28.778,10983,40915,2013,MALE,RTX
Alain M. Bellemare,45359,RAYTHEON TECHNOLOGIES CORP,816.667,52,4,6334.696,-40.459,10983,42684,2013,MALE,RTX
Louis R. Chenevert,21227,RAYTHEON TECHNOLOGIES CORP,1869.583,56,4,15879.985,-12.732,10983,21001,2014,MALE,RTX
Geraud Darnis,26666,RAYTHEON TECHNOLOGIES CORP,1037.5,54,2,10770.198,48.353,10983,25895,2014,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,949.583,53,1,7169.083,3.527,10983,30791,2014,MALE,RTX
Alain M. Bellemare,45359,RAYTHEON TECHNOLOGIES CORP,881.25,53,3,6318.186,-0.261,10983,42684,2014,MALE,RTX
Peter F. Longo,50136,RAYTHEON TECHNOLOGIES CORP,415,55,6,2058.98,,10983,46965,2014,MALE,RTX
"Charles D. Gill, Jr.",50137,RAYTHEON TECHNOLOGIES CORP,676.25,50,5,4661.945,,10983,46966,2014,MALE,RTX
Geraud Darnis,26666,RAYTHEON TECHNOLOGIES CORP,1087.5,55,2,6493.462,-39.709,10983,25895,2015,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,1300,54,1,10547.063,47.119,10983,30791,2015,MALE,RTX
Alain M. Bellemare,45359,RAYTHEON TECHNOLOGIES CORP,75,54,6,4434.59,-29.812,10983,42684,2015,MALE,RTX
"Charles D. Gill, Jr.",50137,RAYTHEON TECHNOLOGIES CORP,715,51,4,4376.052,-6.132,10983,46966,2015,MALE,RTX
Akhil Johri,52080,RAYTHEON TECHNOLOGIES CORP,700,54,3,12367.541,,10983,45193,2015,MALE,RTX
Paul Roger Adams,52081,RAYTHEON TECHNOLOGIES CORP,608.172,54,5,4699.963,,10983,48660,2015,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,1450,55,1,13448.39,27.508,10983,30791,2016,MALE,RTX
Akhil Johri,52080,RAYTHEON TECHNOLOGIES CORP,766.667,55,3,4943.194,-60.031,10983,45193,2016,MALE,RTX
Robert J. McDonough,54193,RAYTHEON TECHNOLOGIES CORP,806.25,57,2,6367.179,,10983,27267,2016,MALE,RTX
Robert F. Leduc,54194,RAYTHEON TECHNOLOGIES CORP,665.057,60,5,5313.637,,10983,50521,2016,MALE,RTX
Philippe Didier Delpech,54195,RAYTHEON TECHNOLOGIES CORP,790.245,54,4,6425.882,,10983,50522,2016,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,1500,56,1,19705.709,46.528,10983,30791,2017,MALE,RTX
Akhil Johri,52080,RAYTHEON TECHNOLOGIES CORP,851.25,56,2,4981.792,0.781,10983,45193,2017,MALE,RTX
Robert J. McDonough,54193,RAYTHEON TECHNOLOGIES CORP,881.25,58,5,4769.85,-25.087,10983,27267,2017,MALE,RTX
Robert F. Leduc,54194,RAYTHEON TECHNOLOGIES CORP,787.5,61,4,5749.591,8.204,10983,50521,2017,MALE,RTX
David L. Gitlin,57354,RAYTHEON TECHNOLOGIES CORP,812.5,48,3,9892.772,,10983,53005,2017,MALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,1575,57,1,17588.971,-10.742,10983,30791,2018,MALE,RTX
Akhil Johri,52080,RAYTHEON TECHNOLOGIES CORP,890,57,3,6454.568,29.563,10983,45193,2018,MALE,RTX
Robert J. McDonough,54193,RAYTHEON TECHNOLOGIES CORP,918.75,59,,,,10983,27267,2018,MALE,RTX
David L. Gitlin,57354,RAYTHEON TECHNOLOGIES CORP,900,49,2,6442.192,-34.88,10983,53005,2018,MALE,RTX
Robert K. Ortberg,61076,RAYTHEON TECHNOLOGIES CORP,112.24,58,,10274.943,,10983,32337,2018,MALE,RTX
Judith F. Marks,61077,RAYTHEON TECHNOLOGIES CORP,868.75,54,,6512.949,,10983,54033,2018,FEMALE,RTX
Gregory J. Hayes,32130,RAYTHEON TECHNOLOGIES CORP,1600,58,1,15521.189,-11.756,10983,30791,2019,MALE,RTX
Akhil Johri,52080,RAYTHEON TECHNOLOGIES CORP,937.5,58,3,8721.688,35.124,10983,45193,2019,MALE,RTX
Robert J. McDonough,54193,RAYTHEON TECHNOLOGIES CORP,962.5,60,5,9766.812,,10983,27267,2019,MALE,RTX
David L. Gitlin,57354,RAYTHEON TECHNOLOGIES CORP,966.667,50,4,6770.069,5.09,10983,53005,2019,MALE,RTX
Robert K. Ortberg,61076,RAYTHEON TECHNOLOGIES CORP,1210,59,2,9929.957,-3.358,10983,32337,2019,MALE,RTX
Judith F. Marks,61077,RAYTHEON TECHNOLOGIES CORP,956.25,55,,4890.104,-24.917,10983,54033,2019,FEMALE,RTX
"Neil G. Mitchill, Jr.",63269,RAYTHEON TECHNOLOGIES CORP,591.667,43,6,3025.56,,10983,57839,2019,MALE,RTX
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1377.053,72,1,9784.7,-17.68,11032,8337,2010,MALE,UHS
Richard C. Wright,6852,UNIVERSAL HEALTH SVCS INC,307.512,62,5,353.205,,11032,8339,2010,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,433.517,52,2,777.804,-48.929,11032,8341,2010,MALE,UHS
Michael Marquez,33246,UNIVERSAL HEALTH SVCS INC,499.313,56,4,508.163,-68.706,11032,31813,2010,MALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,481.768,39,3,754.399,-55.203,11032,31814,2010,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1400.054,73,1,12444.81,27.186,11032,8337,2011,MALE,UHS
Richard C. Wright,6852,UNIVERSAL HEALTH SVCS INC,316.737,63,5,860.874,143.732,11032,8339,2011,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,471.018,53,3,1748.735,124.83,11032,8341,2011,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,525.02,55,,1866.955,,11032,21974,2011,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,557.522,40,2,2305.789,205.646,11032,31814,2011,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,222.268,57,4,431.01,,11032,44285,2011,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1428.055,74,2,11633.744,-6.517,11032,8337,2012,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,507.519,54,4,1334.595,-23.682,11032,8341,2012,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,566.522,56,,1768.642,-5.266,11032,21974,2012,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,615.024,41,3,1687.94,-26.796,11032,31814,2012,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,575.022,58,1,2727.117,532.727,11032,44285,2012,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1500.058,75,2,5224.971,-55.088,11032,8337,2013,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,525.32,55,4,1869.267,40.062,11032,8341,2013,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,583.517,57,,1854.082,4.831,11032,21974,2013,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,644.692,42,3,2487.333,47.359,11032,31814,2013,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,575.022,59,1,1694.685,-37.858,11032,44285,2013,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1537.56,76,1,8278.387,58.439,11032,8337,2014,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,546.321,56,4,1246.515,-33.315,11032,8341,2014,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,601.023,58,,2229.311,20.238,11032,21974,2014,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,666.692,43,2,3304.696,32.861,11032,31814,2014,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,581.823,60,3,2073.357,22.345,11032,44285,2014,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1568.31,77,1,26773.52,223.415,11032,8337,2015,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,566.022,57,4,2692.649,116.014,11032,8341,2015,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,620.024,59,,2645.024,18.648,11032,21974,2015,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,695.027,44,2,1698.275,-48.61,11032,31814,2015,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,599.21,61,3,1230.348,-40.659,11032,44285,2015,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1600.061,78,1,29921.589,11.758,11032,8337,2016,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,584.606,58,4,3712.534,37.877,11032,8341,2016,MALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,720.861,45,2,3510.254,106.695,11032,31814,2016,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,618.502,62,3,2473.376,101.031,11032,44285,2016,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1635.063,79,1,3608.66,-87.94,11032,8337,2017,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,608.518,59,4,759.985,-79.529,11032,8341,2017,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,662.788,61,,2380.785,,11032,21974,2017,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,752.216,46,2,982.635,-72.007,11032,31814,2017,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,643.451,63,3,817.335,-66.955,11032,44285,2017,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1665.064,80,1,23545.839,552.482,11032,8337,2018,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,635.903,60,4,2917.641,283.908,11032,8341,2018,MALE,UHS
Debra K. Osteen,22297,UNIVERSAL HEALTH SVCS INC,650.49,62,,667.872,-71.947,11032,21974,2018,FEMALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,786.068,47,2,4089.048,316.131,11032,31814,2018,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,669.706,64,3,2862.019,250.165,11032,44285,2018,MALE,UHS
Alan B. Miller,6850,UNIVERSAL HEALTH SVCS INC,1700.065,81,1,24428.72,3.75,11032,8337,2019,MALE,UHS
Steve G. Filton,6854,UNIVERSAL HEALTH SVCS INC,660.938,61,4,3113.666,6.719,11032,8341,2019,MALE,UHS
Marc D. Miller,33247,UNIVERSAL HEALTH SVCS INC,825.318,48,2,4378.049,7.068,11032,31814,2019,MALE,UHS
Marvin Gene Pember,47134,UNIVERSAL HEALTH SVCS INC,693.686,65,3,3053.131,6.678,11032,44285,2019,MALE,UHS
Matthew Jay Peterson,63665,UNIVERSAL HEALTH SVCS INC,170.775,49,5,1825.735,,11032,58182,2019,MALE,UHS
Robert K. Shearer,5003,VF CORP,650,58,3,1404.9,-36.342,11060,5868,2010,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1025,54,1,7860.636,22.586,11060,23160,2010,MALE,VFC
Candace S. Cummings,32286,VF CORP,520,62,4,2098.575,21.656,11060,30933,2010,FEMALE,VFC
Michael T. Gannaway,37099,VF CORP,450,57,5,1483.267,23.82,11060,35224,2010,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,770.755,53,2,5256.753,69.049,11060,37152,2010,MALE,VFC
Robert K. Shearer,5003,VF CORP,680,59,3,2644.459,88.231,11060,5868,2011,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1100,55,1,6116.567,-22.187,11060,23160,2011,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,835.44,54,2,3716.721,-29.296,11060,37152,2011,MALE,VFC
Steven E. Rendle,45362,VF CORP,550,51,4,1614.846,,11060,42686,2011,MALE,VFC
Scott H. Baxter,45363,VF CORP,530,46,5,2998.328,,11060,42687,2011,MALE,VFC
Robert K. Shearer,5003,VF CORP,725,60,3,3100.554,17.247,11060,5868,2012,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1200,56,1,10107.426,65.247,11060,23160,2012,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,816.547,55,2,3244.249,-12.712,11060,37152,2012,MALE,VFC
Steven E. Rendle,45362,VF CORP,615,52,4,2214.12,37.11,11060,42686,2012,MALE,VFC
Scott H. Baxter,45363,VF CORP,575,47,5,2359.527,-21.305,11060,42687,2012,MALE,VFC
Robert K. Shearer,5003,VF CORP,750,61,3,2854.501,-7.936,11060,5868,2013,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1250,57,1,11415.211,12.939,11060,23160,2013,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,870.037,56,2,5390.449,66.154,11060,37152,2013,MALE,VFC
Steven E. Rendle,45362,VF CORP,635,53,4,4553.239,105.646,11060,42686,2013,MALE,VFC
Scott H. Baxter,45363,VF CORP,600,48,5,4033.257,70.935,11060,42687,2013,MALE,VFC
Robert K. Shearer,5003,VF CORP,800,62,3,3335.196,16.84,11060,5868,2014,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1300,58,1,13042.702,14.257,11060,23160,2014,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,896.738,57,2,3349.75,-37.858,11060,37152,2014,MALE,VFC
Steven E. Rendle,45362,VF CORP,706.154,54,4,2926.189,-35.734,11060,42686,2014,MALE,VFC
